assets/images/icons/ui_gym.png;Fitnessstudio;assets/images/pictures/pic_gym.jpg;Voll ausgestattetes Fitnessstudio für Training und körperliche Aktivitäten.;-9.177;1;-1.254
assets/images/icons/ui_lounge.png;Loungebereich am Pool;assets/images/pictures/pic_longue.jpg;Pool mit gemütlichem Loungebereich, ideal zum Entspannen und für Zusammenkünfte.;-5.677;1;-1.754
assets/images/icons/ui_parking.png;Parkplatz;assets/images/pictures/pic_parking.jpg;Sicherer und zugänglicher Parkplatz mit bequemer Ein- und Ausfahrt.;-1.677;1;-10.754
assets/images/icons/ui_pool.png;Schwimmbad;assets/images/pictures/pic_longue.jpg;Ruhiges, türkisfarbenes Wasser, geschützt durch ein Korallenriff, ideal zum Schwimmen und Entspannen.;4.323;1;-3.254
assets/images/icons/ui_playground.png;Kinderspielplatz;assets/images/pictures/pic_playground.jpg;Sicherer und unterhaltsamer Spielplatz mit vielfältigen Spielgeräten für Kinder.;8.323;1;4.846
assets/images/icons/ui_gym.png;Fitnessgeräte im Freien;assets/images/pictures/pic_gym.jpg;Ein Fitnessbereich im Freien mit Geräten für körperliches Training.;-7.677;1;1.746
assets/images/icons/ui_playground.png;Entspannungsbereich;assets/images/pictures/pic_longue.jpg;Ein gemütlicher Außenbereich zum Ausruhen und Entspannen.;-6.677;1;5.246
assets/images/icons/ui_playground.png;Volleyballplatz;assets/images/pictures/pic_longue.jpg;Ein spezielles Spielfeld zum Volleyballspielen an der frischen Luft.;-1.177;1;5.246
assets/images/icons/ui_walkway.png;Spazierweg;assets/images/pictures/pic_playground.jpg;Malersiche Wege für entspannte Spaziergänge inmitten der Natur.;2.823;1;7.246
assets/images/icons/ui_playground.png;Kaminbereich;assets/images/pictures/pic_longue.jpg;Ein Treffpunkt mit Kamin für warme und gesellige Abende.;3.323;1;4.246
assets/images/icons/ui_walkway.png;Amphitheater;assets/images/pictures/pic_longue.jpg;Ein Freiluft-Veranstaltungsort mit Sitzplätzen – ideal für Events und Aufführungen.;-2.177;1;-1.754
assets/images/icons/ui_walkway.png;Spazierweg mit Bänken;assets/images/pictures/pic_playground.jpg;Ein Gehweg mit bequemen Sitzbänken zum Ausruhen.;-0.177;1;-4.254
assets/images/icons/ui_reception.png;Bar und Lobby;assets/images/pictures/pic_longue.jpg;Ein einladender Bereich mit stilvoller Bar und gemütlicher Lobby für Entspannung und Geselligkeit.;2.023;1;-8.254
